Date,High,Low,Open,Close,Volume,Adj Close
2020-03-31,170.92999267578125,164.1999969482422,165.47999572753906,166.8000030517578,23676300,166.8000030517578
2020-04-01,164.14999389648438,158.0399932861328,161.6199951171875,159.60000610351562,19507600,159.60000610351562
2020-04-02,161.35000610351562,155.9199981689453,159.10000610351562,158.19000244140625,20886300,158.19000244140625
2020-04-03,157.91000366210938,150.8300018310547,157.14999389648438,154.17999267578125,25983300,154.17999267578125
2020-04-06,166.1999969482422,158.50999450683594,160.14999389648438,165.5500030517578,28453600,165.5500030517578
2020-04-07,173.38999938964844,166.00999450683594,171.7899932861328,168.8300018310547,31411900,168.8300018310547
2020-04-08,175.0,167.74000549316406,171.25,174.27999877929688,21664200,174.27999877929688
2020-04-09,177.0800018310547,171.57000732421875,175.89999389648438,175.19000244140625,23534300,175.19000244140625
2020-04-13,175.0,169.4499969482422,173.6699981689453,174.7899932861328,19355400,174.7899932861328
2020-04-14,181.22999572753906,176.6199951171875,178.97999572753906,178.1699981689453,21011800,178.1699981689453
2020-04-15,178.19000244140625,172.82000732421875,175.19000244140625,176.97000122070312,17423000,176.97000122070312
2020-04-16,178.0500030517578,172.50999450683594,177.9499969482422,176.25,23593200,176.25
2020-04-17,180.27999877929688,176.66000366210938,179.1999969482422,179.24000549316406,20974800,179.24000549316406
2020-04-20,180.5,176.77000427246094,177.41000366210938,178.24000549316406,16110700,178.24000549316406
2020-04-21,175.3800048828125,168.33999633789062,175.25,170.8000030517578,24850500,170.8000030517578
2020-04-22,184.77999877929688,178.13999938964844,178.4499969482422,182.27999877929688,33369900,182.27999877929688
2020-04-23,187.0500030517578,183.14999389648438,184.0800018310547,185.1300048828125,21426600,185.1300048828125
2020-04-24,190.41000366210938,180.8300018310547,183.22999572753906,190.07000732421875,28868500,190.07000732421875
2020-04-27,193.75,187.41000366210938,192.66000366210938,187.5,29197800,187.5
2020-04-28,189.1999969482422,182.55999755859375,188.66000366210938,182.91000366210938,21731000,182.91000366210938
2020-04-29,196.91000366210938,190.0,190.92999267578125,194.19000244140625,45954500,194.19000244140625
2020-04-30,209.69000244140625,201.57000732421875,206.9199981689453,204.7100067138672,46230100,204.7100067138672
2020-05-01,207.27999877929688,199.0500030517578,201.60000610351562,202.27000427246094,30415600,202.27000427246094
2020-05-04,205.91000366210938,198.75999450683594,200.1999969482422,205.25999450683594,19250700,205.25999450683594
2020-05-05,210.3800048828125,206.5,207.02000427246094,207.07000732421875,21071200,207.07000732421875
2020-05-06,211.60000610351562,206.66000366210938,208.1199951171875,208.47000122070312,21857000,208.47000122070312
2020-05-07,211.60000610351562,209.0399932861328,211.16000366210938,211.25999450683594,15152000,211.25999450683594
2020-05-08,213.2100067138672,210.85000610351562,212.24000549316406,212.35000610351562,12524000,212.35000610351562
2020-05-11,215.0,210.3699951171875,210.88999938964844,213.17999267578125,12893100,213.17999267578125
2020-05-12,215.27999877929688,210.0,213.2899932861328,210.10000610351562,14704600,210.10000610351562
2020-05-13,210.77999877929688,202.11000061035156,209.42999267578125,205.10000610351562,20684600,205.10000610351562
2020-05-14,206.92999267578125,200.69000244140625,202.55999755859375,206.80999755859375,17178900,206.80999755859375
2020-05-15,211.33999633789062,204.1199951171875,205.27000427246094,210.8800048828125,19375200,210.8800048828125
2020-05-18,214.64450073242188,210.94000244140625,212.14999389648438,213.66000366210938,13857105,213.66000366210938
